group,rows,MAE,RMSE,R2,bias_AED,interval_coverage
Off-Plan,13271,219641.5419963113,1051108.842638228,0.8243656761537271,-91964.14933150972,0.9246477281290031
Ready,4826,499562.26399842487,3971412.872850424,0.5459102000543599,-35531.77770764197,0.7675093244923332
